FROM_DATE,STORE_CODE,MODULE_TYPE,MODULE_NAME,AREA,FLOOR_NAME,INDEX,MODULE_SIZE_WIDTH,MODULE_SIZE_HEIGHT,M2_MODULE,,
2024-01-01,CHA128,WALL_SHELF,W11,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W12,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W13,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W14,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W15,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W16,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W17,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W18,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W2,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W20,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W21,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W22,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W23,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W24,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W3,NORMAL,1,1.28,150,220,3.3,,
2024-01-01,CHA128,WALL_SHELF,W4,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W5,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W6,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W7,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA128,WALL_SHELF,W8,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA128,WALL_SHELF,W9,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA128,WALL_SHELF,WH1,NORMAL,1,1.28,130,210,2.73,,
2024-01-01,CHA128,WALL_SHELF,WH2,NORMAL,1,1.28,130,210,2.73,,
2024-01-01,CHA166,CASHIER_COUNTER,CASHIER_BACK,NORMAL,1,1.754385965,150,120,1.8,,
2024-01-01,CHA166,CASHIER_COUNTER,CASHIER_FRONT,NORMAL,1,1.818181818,100,90,0.9,,
2024-01-01,CHA166,FLOOR,FLOOR,NORMAL,1,1,"1,134",100,11.341966,,
2024-01-01,CHA166,GONDOLA,G10,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G11,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G12,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G13,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G14,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G15,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G16,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G17,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G18,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G19,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G20,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G21,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G22,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G23,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G24,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G25,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G26,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G27,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G28,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G29,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G3,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G30,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G4,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G5,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G6,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G7,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,G8,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,G9,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA166,GONDOLA,GP1,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,GONDOLA,GP2,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA166,ISLAND_DISPLAY,IP1,PROMOTION,1,1,322.729604,100,3.22729604,,
2024-01-01,CHA166,PALLET_DISPLAY,P1,NORMAL,1,1,240.2249,26,0.62458474,,
2024-01-01,CHA166,PALLET_DISPLAY,P1,NORMAL,1,1,240.2249,100,2.402249,,
2024-01-01,CHA166,PALLET_DISPLAY,P2,NORMAL,1,1,516.6083333,60,3.09965,,
2024-01-01,CHA166,PALLET_DISPLAY,P3,NORMAL,1,1,620.4683333,60,3.72281,,
2024-01-01,CHA166,TREE_DISPLAY,TREE_DISNEY_DIECAST,NORMAL,1,1.25,40,100,0.4,,
2024-01-01,CHA166,TREE_DISPLAY,TREE_HW,NORMAL,1,1.136363636,120,100,1.2,,
2024-01-01,CHA166,TREE_DISPLAY,TREE_LOL,NORMAL,1,1.470588235,35,100,0.35,,
2024-01-01,CHA166,TREE_DISPLAY,TREE_PLAYDOH,NORMAL,1,1,157,50,0.785,,
2024-01-01,CHA166,TREE_DISPLAY,TREE_SIKU,NORMAL,1,1.111111111,120,100,1.2,,
2024-01-01,CHA166,WALL_SHELF,W1,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W10,NORMAL,1,1.28,280,130,3.64,,
2024-01-01,CHA166,WALL_SHELF,W11,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W12,NORMAL,1,1.28,90,120,1.08,,
2024-01-01,CHA166,WALL_SHELF,W12,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W13,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W14,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W15,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W16,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,W17,NORMAL,1,1.28,150,110,1.65,,
2024-01-01,CHA166,WALL_SHELF,W18,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA166,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W2,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W3,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W4,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W5,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W6,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W7,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W8,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA166,WALL_SHELF,W9,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA166,WALL_SHELF,WH1,NORMAL,1,1.28,80,220,1.76,,
2024-01-01,CHA040,CASHIER_COUNTER,CASHIER_FRONT,NORMAL,1,1.818181818,150,120,1.8,,
2024-01-01,CHA040,FLOOR,FLOOR,NORMAL,1,1,495.9638,100,4.959638,,
2024-01-01,CHA040,GONDOLA,G10,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G11,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G12,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G13,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G14,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G15,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G16,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G17,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G18,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G19,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G20,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G21,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G22,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G23,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G24,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G25,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G26,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G27,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G28,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G29,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G3,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G30,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G31,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G32,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G33,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G34,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G35,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G36,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G37,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G38,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G39,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G4,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G40,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G41,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G42,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G43,NORMAL,1,1.25,360,145,5.22,,
2024-01-01,CHA040,GONDOLA,G44,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G45,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G46,NORMAL,1,1.25,360,160,5.76,,
2024-01-01,CHA040,GONDOLA,G46,NORMAL,1,1.25,360,160,5.76,,
2024-01-01,CHA040,GONDOLA,G47,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G48,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G49,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G5,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G50,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G51,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G52,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G53,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G54,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G55,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G56,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G57,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G58,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G59,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G6,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G60,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G61,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G62,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G63,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G64,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G65,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G66,NORMAL,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,G68,NORMAL,1,1.25,240,50,1.2,,
2024-01-01,CHA040,GONDOLA,G69,NORMAL,1,1.25,240,50,1.2,,
2024-01-01,CHA040,GONDOLA,G7,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G70,NORMAL,1,1.25,240,50,1.2,,
2024-01-01,CHA040,GONDOLA,G71,NORMAL,1,1.25,90,80,0.72,,
2024-01-01,CHA040,GONDOLA,G72,NORMAL,1,1.25,180,70,1.26,,
2024-01-01,CHA040,GONDOLA,G73,NORMAL,1,1.25,180,70,1.26,,
2024-01-01,CHA040,GONDOLA,G74,NORMAL,1,1.25,480,90,4.32,,
2024-01-01,CHA040,GONDOLA,G8,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,G9,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA040,GONDOLA,GP1,HOT&NEW,1,1.25,90,120,1.08,,
2024-01-01,CHA040,GONDOLA,GP2,HOT&NEW,1,1.25,90,120,1.08,,
2024-01-01,CHA040,ISLAND_DISPLAY,IP1,PROMOTION,1,1,276.4115,100,2.764115,,
2024-01-01,CHA040,ISLAND_DISPLAY,IP3,PROMOTION,1,1,211.9551044,100,2.119551044,,
2024-01-01,CHA040,ISLAND_DISPLAY,IP4,PROMOTION,1,1,249.8516,100,2.498516,,
2024-01-01,CHA040,PALLET_DISPLAY,P1,NORMAL,1,1,286.08,100,2.8608,,
2024-01-01,CHA040,PALLET_DISPLAY,P2,NORMAL,1,1,369.43,100,3.6943,,
2024-01-01,CHA040,PALLET_DISPLAY,P3,NORMAL,1,1,290.075,100,2.90075,,
2024-01-01,CHA040,PALLET_DISPLAY,P4,NORMAL,1,1,231.5175,100,2.315175,,
2024-01-01,CHA040,PALLET_DISPLAY,P5,NORMAL,1,1,431.0646,100,4.310646,,
2024-01-01,CHA040,TREE_DISPLAY,TREE_DISNEY_DIECAST,NORMAL,1,1.25,40,100,0.4,,
2024-01-01,CHA040,TREE_DISPLAY,TREE_HW1,NORMAL,1,1.136363636,120,100,1.2,,
2024-01-01,CHA040,TREE_DISPLAY,TREE_HW2,NORMAL,1,1.136363636,120,100,1.2,,
2024-01-01,CHA040,TREE_DISPLAY,TREE_PLAYDOH,NORMAL,1,1,157,50,0.785,,
2024-01-01,CHA040,TREE_DISPLAY,TREE_SIKU,NORMAL,1,1.111111111,120,100,1.2,,
2024-01-01,CHA040,WALL_SHELF,W1,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA040,WALL_SHELF,W10,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W11,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W12,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W13,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W14,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W15,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W16,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W17,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W18,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W2,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA040,WALL_SHELF,W20,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W21,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W22,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W23,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W24,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W25,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W26,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W27,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W28,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W29,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W3,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA040,WALL_SHELF,W30,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W31,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W32,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W33,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W34,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W35,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W36,NORMAL,1,2.78,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W4,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W5,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W6,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W7,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W8,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W9,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA040,WALL_SHELF,W9,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,GONDOLA,G9,NORMAL,1,1.25,120,120,1.44,,
2024-02-01,CHA002,GONDOLA,G9,NORMAL,1,1.25,120,120,1.44,,
2024-01-01,CHA002,GASHAPON_DISPLAY,GASHAPON,NORMAL,1,1,168,127,2.1336,,
2024-01-01,CHA002,GONDOLA,GP1,NORMAL,1,1.25,90,120,1.08,,
2024-02-01,CHA002,GONDOLA,GP1,HOT&NEW,1,1.25,90,120,1.08,,
2024-01-01,CHA002,GONDOLA,GP2,NORMAL,1,1.25,90,120,1.08,,
2024-02-01,CHA002,GONDOLA,GP2,HOT&NEW,1,1.25,90,120,1.08,,
2024-01-01,CHA002,ISLAND_DISPLAY,IP1,PROMOTION,1,1,245.7115,100,2.457115,,
2024-02-01,CHA002,ISLAND_DISPLAY,IP1,PROMOTION,1,1,280,100,2.8,,
2024-01-01,CHA002,PALLET_DISPLAY,P1,NORMAL,1,1,331,100,3.31,,
2024-02-01,CHA002,PALLET_DISPLAY,P1,NORMAL,1,1,331,100,3.31,,
2024-01-01,CHA002,PALLET_DISPLAY,P2,NORMAL,1,1,331,100,3.31,,
2024-02-01,CHA002,PALLET_DISPLAY,P2,NORMAL,1,1,331,100,3.31,,
2024-01-01,CHA002,PALLET_DISPLAY,P3,NORMAL,1,1,356.04,100,3.5604,,
2024-02-01,CHA002,PALLET_DISPLAY,P3,NORMAL,1,1,352,100,3.52,,
2024-01-01,CHA002,TREE_DISPLAY,TREE_HW,NORMAL,1,1.136363636,120,100,1.2,,
2024-02-01,CHA002,TREE_DISPLAY,TREE_HW,NORMAL,1,1.136363636,120,100,1.2,,
2024-01-01,CHA002,TREE_DISPLAY,TREE_PLAYDOH,NORMAL,1,1,157,50,0.785,,
2024-02-01,CHA002,TREE_DISPLAY,TREE_PLAYDOH,NORMAL,1,1,157,50,0.785,,
2024-01-01,CHA002,TREE_DISPLAY,TREE_SIKU,NORMAL,1,1.111111111,120,100,1.2,,
2024-02-01,CHA002,TREE_DISPLAY,TREE_SIKU,NORMAL,1,1.111111111,120,100,1.2,,
2024-01-01,CHA002,WALL_SHELF,W1,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W1,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W10,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W10,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W11,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W11,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W12,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W12,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W13,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W13,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W14,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W14,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W15,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W15,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W16,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W16,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W17,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W17,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W18,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W18,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W19,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W2,NORMAL,1,1.28,90,220,1.98,,
2024-02-01,CHA002,WALL_SHELF,W2,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA002,WALL_SHELF,W20,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W20,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W20,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W21,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W21,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W22,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W22,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W23,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W23,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W24,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W24,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W25,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W25,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W26,NORMAL,1,1.28,90,220,1.98,,
2024-02-01,CHA002,WALL_SHELF,W26,NORMAL,1,1.28,90,220,1.98,,
2024-01-01,CHA002,WALL_SHELF,W27,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W27,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W28,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W28,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W29,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W29,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W3,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W3,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W30,NORMAL,1,1.28,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W30,NORMAL,1,1.28,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W31,NORMAL,1,2.777777778,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W31,NORMAL,1,2.777777778,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W32,NORMAL,1,2.777777778,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W32,NORMAL,1,2.777777778,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W33,NORMAL,1,2.777777778,120,220,2.64,,
2024-02-01,CHA002,WALL_SHELF,W33,NORMAL,1,2.777777778,120,220,2.64,,
2024-01-01,CHA002,WALL_SHELF,W34,NORMAL,1,2.777777778,120,180,2.16,,
2024-02-01,CHA002,WALL_SHELF,W34,NORMAL,1,2.777777778,120,180,2.16,,
2024-01-01,CHA002,WALL_SHELF,W35,NORMAL,1,2.777777778,120,180,2.16,,
2024-02-01,CHA002,WALL_SHELF,W35,NORMAL,1,2.777777778,120,180,2.16,,
2024-01-01,CHA002,WALL_SHELF,W36,NORMAL,1,2.777777778,120,180,2.16,,
2024-02-01,CHA002,WALL_SHELF,W36,NORMAL,1,2.777777778,120,180,2.16,,
2024-01-01,CHA002,WALL_SHELF,W37,NORMAL,1,2.777777778,120,180,2.16,,
2024-02-01,CHA002,WALL_SHELF,W37,NORMAL,1,2.777777778,120,180,2.16,,
